sentence,length
e̩ ki nakatakpo che kefuwñ cho̩dagbolo alu ku ma du ñuwe̩ oj uwoi abe̩le̩ ma ache,81
uwe̩ ki la che ologbo uña ugugu le̩ ma anukpo line̩n ku ma hi reju kowuwñ che̩da bie̩ kujijiwñ che o̩hibo̩wo̩ ogu me̩lu ku ma du bologbowñ o̩wo̩ o̩pata o̩gane̩,159
oli urane̩wñ la achogu o̩kawñ la chogu ebijeikpa ele̩ ache ma muda anajifa chuko̩ oli urane̩ le̩ kpai ugbo̩lo̩wñ,112
abe̩le̩ o̩wo̩ o̩patawñ ate̩ ge̩ ujiji ukpo ku ma du bolo̩gbo̩wñ ache o̩hibo̩wo̩ ogume̩lu oli urane̩wñ achogu o̩kawñ la achogu ebijeikpa ele̩ ache uko̩ oli urane̩wñ kpai ugbo̩lo̩wñ ate̩ muda ache ajifa,200
ujiji ukpo ku ma du bologbo todu unabe̩ ologbo le̩ o̩wo̩ olane̩wñ acho̩hibo̩wo̩ ooje oli urane̩wñ ache̩gwa o̩kawñ la che̩gwa,124
unabe̩ ologbo le̩ o̩wo̩ oloduduwñ la achohibo̩wo̩ ooje,54
ujiji ukpo ku ma du bologbo o̩wo̩ka alakuwñ achohibo̩wo̩ me̩gwe̩lu oli urane̩wñ ache̩ta o̩kawñ la ache̩ta,105
ujiji ukpo ku ma du bologbo o̩wo̩ ekejiwñ la achohibo̩wo̩ me̩gwe̩lu oli urane̩wñ ache̩ta o̩kawñ la ache̩ta,106
ujiji ukpo uro̩na alaku ologbo le̩ achohibo̩wo̩ ogu odufa kpai odufa ekpikpa kpai ekpikpa kpai ukpo line̩n ku ma hi reju kowuwñ che̩da bie̩ ele̩ ache uko̩lo̩ e̩ne̩ ki cho̩ka iya ukpo eche ele̩ ache oli urane̩wñ ache̩le̩ o̩kawñ la ache̩le̩,238
oli ugbo̩lo̩ ajifa anoji oli urane̩ ologbo le̩ ate̩ le daka uko̩wñ achajifa o̩kawñ la achebijeikpa,98
ujiji ologbo le̩ achohibo̩wo̩ ogu me̩lu unabe̩wñ acho̩hibo̩wo̩ ooje o̩gbawñ la achohibo̩wo̩ me̩lu ma kukpo line̩n ki che̩hi reju kowuwñ che̩da bie̩ bologbowñ o̩kawñ la chebijeikpa,179
e̩wñ eku uña ugugu le̩ tod uko̩lo̩wñ chaka kpai alewñ chaka kpai ale olo̩gbowñ chaka achebijeikpa,97
tak uwe̩ añwa ñw amo̩ma israe̩l ku ma ko ekpo o̩lif ki de̩ hiolo ku ma fu de̩ wa tod e̩mu le̩ todu kuna ki dagege o̩mo̩ ki najo o̩ko̩ko̩lo̩,139
aro̩n kpai amo̩mawñ e̩ne̩ke̩le̩ ajef unyabo ujeju le̩ ejo̩do̩da ukpo ugbeju ki do̩gba akpati ibenu afu te̩ru jo̩ o̩gba jihofa kwolane̩ gbogbo todudu ele̩ acho̩da ñw amo̩ma israe̩l gbogbo to̩hio̩guma ogbegbele̩,209
e̩wñ o̩la arama rod aro̩n kpai amo̩mawñ,39
tak e̩ mo̩mayewe̩ aro̩n kpai amo̩mawñ e̩ne̩ke̩le̩ ko kwef amo̩ma israe̩l mo̩la todu ku ma chamatama ku ma che e̩wñ ñwu mi—owñ che aro̩n kpai amo̩ma aro̩n nedab kpai abaihiu kpai e̩leaza kpai itamar,197
uwe̩ ki ga e̩wñ o̩la kiafo̩ todu aro̩n o̩mayewe̩ todu ojima kpai alifia,71
uwe̩ ki ka ñw abo du ku ma nibe efu ekomi mafu eibe du tuma efu e̩ko̩ kama ki fe̩wñ o̩la aro̩n ga ku ma je̩ ñw u ki nafo̩ todu ki chatama ki ache e̩wñ ñwu mi,157
e̩wñ o̩lawñ ku ma la aga de̩ e̩wñ ube̩do̩ma kpai e̩fo̩d kpai otogbo kpai afe̩ ki che̩kina kpai alawo̩ni kpai e̩wñ ujiñmi ma la aga e̩wñ o̩la kiafo̩ ñw aro̩n o̩mayewe̩ kpai amo̩mawñ e̩ne̩ke̩le̩ todu ku ma chatama ku ma che e̩wñ ñwu mi,233
ma la agba o̩jamalia kpai odufa kpai odufa ekpikpa kpai ekpikpa kpai ukpo line̩n ku ma hi reju,94
ma la ano̩jamalia kpai odufa kpai odufa ekpikpa kpai ekpikpa kpai ukpo line̩n ku ma hi reju kowuwñ che̩da bie̩ che e̩fo̩d le̩ abo ku ma cho̩ka uko̩lo̩wñ ache,157
i ane̩ e̩wñ ojikawñ meji ki che̩gametiwñ meji ku ma ane̩ ga momune̩,67
oñ igbe̩chi uje̩do̩ ku ma fu hi o̩ka ki do̩lawñ ku ma du lago uko̩lo̩wñ adabu uko̩lo̩ e̩fo̩d onugo i achalu okate kpai owñ eo̩jamalia eodufa kpai ekpikpa odufa kpai ekpikpa kpai ukpo line̩n ku ma hi reju kowuwñ che̩da bie̩,222
tak uwe̩ ki kokuta one̩ks meji ke̩ la fodu amo̩ma e̩ne̩ke̩le̩ israe̩l ko̩ nyo̩lawñ,82
oduma me̩fa ajo̩la okutaka oñ odu ama me̩fa ki bo̩ ajo̩la okuta ekeji alu ku ma bi ma aro̩ne aro̩ne,99
alu ke̩ne̩ ki agbe̩ okuta agbe̩ e̩wñ uhiuko̩ alu le̩ uwe̩ ki kodu amo̩ma israe̩l nyokuta le̩ meji e̩ ki fo̩jamalia da nyago̩go̩wñ me̩le̩,136
tak e̩ ki mokuta meji le̩ ko noji e̩wñ ojika e̩fo̩d le̩ ki chokuta urewa todu amo̩ma e̩ne̩ke̩le̩ israe̩l aro̩n la anoduma oj ikawñ meji wa o̩gba jihofa todu urewa,162
uwe̩ ki la fo̩jamalla da ke̩wñ le̩ ki gugu efuwñ,48
kpai iyagba o̩jamalia ki de̩ hiolo meji uko̩lo̩wñ adabe̩ne̩ kiku ku ma ba nyo̩nyo̩ tak e̩ ki fiyagba ku ma ba le̩ ji me̩wñ ugugu ojika le̩,138
tak uwe̩ ki che̩wñ ube̩do̩ma eoji ajo̩ eka uko̩lo̩ e̩ne̩ ki cho̩ka i ache uwe̩ ache ki dab uko̩lo̩ e̩fo̩d le̩ e̩ ki la no̩jamalia kpai odufa kpai ekpikpa odufa kpai ekpikpa kpai ukpo ku ma hi reju kowuwñ che̩da bie̩ che,219
e̩guche̩nowñ ago̩go̩wñ me̩le̩ achokujo̩ ujijiwñ la cho̩chalika unabe̩wñ la cho̩chalika,86
uwe̩ ki la kokuta nyefuwñ o̩gba o̩gba me̩le̩ o̩gbawñ ejodudu che sardius kpai topaz kpai karbunke̩l,99
o̩gbawñ ekeji ache e̩me̩rald kpai safaya kpai daimo̩nd,54
o̩gba e̩ke̩ta la che je̩sint kpai age̩t kpai ame̩tist,53
o̩gba e̩ke̩le̩ la che be̩re̩l kpai one̩ks kpai jaspe̩r ama kifo̩jamalia da nyu,78
okuta le̩ ache̩gweji koduwñ dalu kodu amo̩ma e̩ne̩ke̩le̩ israe̩l de̩ i la adab e̩wñ uhiuko̩ e̩ne̩ne̩ne̩ne̩ anoduwñ todu abo o̩lo̩pu me̩gweji le̩,144
uwe̩ ki la no̩jamalia ki de̩ hiolo chiyagba ki dab iku tod e̩wñ ube̩do̩ma le̩,77
uwe̩ ki la chelika o̩jamalia meji jo̩la e̩wñ ube̩do̩ma le̩ ke̩ la felika meji le̩ ro̩ teti e̩wñ ube̩do̩ma meji,110
tak uwe̩ ki miyagba o̩jamalia meji le̩ ko tunyelika meji ki jo̩la e̩wñ ube̩do̩ma le̩ etiwñ meji,95
oji iyagba meji ku ma ba ki bo̩ tane̩ e̩ mu du ro nyo̩jamalia ku ma da nyokuta le̩ ke̩ ko jojika e̩fo̩d atama ej o̩gbawñ,120
tak uwe̩ ki chelika o̩jamalia meji ke̩ ko ele̩ jiba e̩wñ ube̩do̩ma mejeji e̩ ko jetiwñ ejefu ki kado e̩fo̩d le̩,111
e̩ ki la felika o̩jamalia meji che ke̩ du ro̩ tofe e̩wñ ojika e̩fo̩d le̩ ki jej o̩gbawñ ame̩ru ugbo atanyiwñ ate̩ e̩wñ ujiñmi ku ma hi o̩ka o̩la e̩fo̩d le̩,155
taku ma ado̩jaja odufa ki dab iku ki nabe̩ pe̩ tunyelikawñ ku ma fe̩wñ ube̩do̩ma ji manye̩fo̩d ki no̩la e̩wñ ujiñmi ku ma hi o̩ka o̩la e̩fo̩d le̩ todu ke̩wñ ube̩do̩ma ki we etu be̩fo̩d te̩,188
abe̩le̩ aro̩n anodu amo̩ma e̩ne̩ke̩le̩ israe̩l ef e̩wñ ube̩do̩ma eoji ajo̩ eka abe̩do̩wñ ma e̩gba ki alo tef uña kiafo̩ le̩ todu ki che̩wñ urewa o̩gba jihofa o̩ko̩ko̩lo̩,169
uwe̩ ki la ko̩ urim kpai tumim tunye̩wñ ube̩do̩ma eoji ajo̩ eka le̩ ku ma game̩do̩ aro̩n e̩gba ki anyejefu o̩gba jihofa abe̩le̩ aro̩n ane̩ ajo̩ amo̩ma israe̩l ne̩do̩wñ o̩gba jihofa o̩ko̩ko̩lo̩,192
uwe̩ ki la ne̩wñ odufa chotogbo todu e̩fo̩d le̩,47
o̩fawñ ugbo koji atunyu adalumejiwñ ma ada o̩jaja gamo̩fawñ o̩fawñ adab otogbo ebije ku ma du jogu ki we enugbo kiafana,119
e̩ ki la ne̩wñ odufa kpai odufa ekpikpa kpai ekpikpa fe̩ro po̩me̩grane̩t po̩me̩grane̩t ronyeti e̩re̩ otogbo le̩ daka ilo eo̩jamalia akpe̩gwa nyu daka,149
ilo o̩jamalia kpai e̩ro po̩me̩grane̩t ilo o̩jamalia kpai e̩ro po̩me̩grane̩t aronyeti otogbo le̩ o̩gane̩ daka,108
ele̩ ado̩la aro̩n e̩gba ki ache e̩wñ ñw o̩jo̩ ma la agbo̩ uko̩lawñ e̩gba ki anyi ef uña kiafo̩ o̩gba jihofa kpai e̩gba ki adufu kwo̩mo̩ wa tode̩gba ki aku,154
tak uwe̩ ki fo̩jamalia ki de̩ hiolo gwu pe̩te̩ke̩ okokolo ke̩ la fina ko̩ nyu alu ku ma kina nye̩wñ uhiuko̩ kakini efo̩ ñwu jihofa,130
tak uwe̩ ano̩jaja odufa dele̩ gamalawoni o̩gba alawoni i ade̩,61
i la ade̩ o̩gboji aro̩n oñ aro̩n anudu du ku ma fe̩ ugbo e̩wñ kiafo̩ ku ma ko wa owñ chekamo̩ma israe̩l acho kiafo̩ ef elema kiafo̩ du ele̩ ado̩gbojiwñ o̩ko̩ko̩lo̩ ku ma gba ma o̩gba jihofa,189
uwe̩ la anukpo line̩n ki che̩hi reju gafe̩ e̩kina e̩ ki laño̩ nukpo line̩n ki che̩hi reju che alawoni tak e̩ fe̩wñ ujiñmi ku ma chiya nyu ba,140
e̩ ki laño̩ chafe̩ kpai e̩wñ ujiñmi kpai o̩tajiya ki gbo̩gba tod amo̩ma aro̩n ge̩ ki chojima kpai alifia ñw u,109
uwe̩ ki ko e̩wñ le̩ nyo̩la aro̩n o̩mayewe̩ kpai o̩la amo̩mawñ aboke̩le̩ manyowñ tak uwe̩ ki bekpo tuma oji ke̩ la ko e̩wñ nyuma o̩wo̩ e̩ko̩ ke̩ fuma o̩la gwo rinyo̩ ku ma fo̩ ku ma chamatama ku ma che e̩wñ ñwu mi,212
uwe̩ ki la ga ichaka line̩n efufu ñwu ma ki bo̩re̩la ofoma ma i ate̩ kwago kad uta,82
ele̩ adago aro̩n kpai amo̩mawñ e̩gba ku ma gudu tef unyabo eujeju le̩ abe̩k e̩gba ku ma te̩me̩rubo̩ iche̩bo̩ ku ma che e̩wñ ef uña kiafo̩ tode̩gba ku ma fudu fa bo̩lama ma ku ma ku ele̩ achuhio̩me̩ ogbegbele̩ tod owñ kpai todu ugbe̩wñ ubiwñ aro̩ne aro̩ne ge̩,258
ma ke̩wñ nyamatama o̩wo̩ e̩ko̩,30
e̩wñ kuwe̩ la ache ñwu ma ke̩ je̩ ñwu ma fo̩ ku ma ki chamatama ku ma ki che e̩wñ ñwu mi de̩ e̩ mo̩mokuno̩ eo̩ko̩ka kpai okolo meji ki mufu kpa,143
kpai uje̩wñ ko̩jo̩wu ma do̩ n kpai akala ki ma no̩jo̩wu n kekpo kpe̩gwa nyu kpai okpukpulu ki ma ne̩ o̩jo̩wu n kekpo che̩ba tojiwñ omu wit te̩ke̩te̩ke̩ oñ e̩ du che,164
tak e̩ ko jef agbaka ke̩ ne̩ ef agba le̩ wa jo̩ manyo̩kokuno̩ kpai okolo meji le̩,81
e̩ ki la karo̩n kpai amo̩mawñ wa alo̩na unyabo ujeju le̩ ke̩ la nomiofo fuma o̩la gwe̩,86
tak e̩ me̩wñ o̩la le̩ ko ke̩ dafe̩wñ to̩la aro̩n kpai otogbo e̩fo̩d kpai e̩fo̩d kpai e̩wñ ube̩do̩ma ke̩ la nujiñmi e̩fo̩d jii agowñ,131
tak e̩ malawo̩ni le̩ du dojiwñ ke̩ mike̩be̩ kiafo̩ le̩ du gamalawo̩ni le̩,73
tak e̩ me̩kpo ku ma ba tone̩ oji le̩ du oñ e̩ mu du danyojiwñ ke̩ du kulu o̩la,78
tak e̩ kamo̩mawñ wa ke̩ kafe̩ nyuma o̩la,40
oñ e̩ me̩wñ ujago ko luma ago de owñ charo̩n kpai amo̩mawñ tak e̩ ko̩tajiya ki gbo̩gba le̩ do ma oji abe̩le̩ o̩da atama ache ema lugbo uhio̩me̩ ogbegbele̩ abe̩le̩ uwe̩ ake̩wñ nyaro̩n kpai amo̩mawñ o̩wo̩ e̩ko̩,208
tak uwe̩ ano̩kokuno̩ le̩ wa o̩gba unyabo ujeju oñ aro̩n kpai amo̩mawñ ako o̩wo̩ma noji o̩kokuno̩ le̩,100
tak uwe̩ akpa o̩kokuno̩ le̩ o̩gba jihofa ugbo alugbo̩na unyabo ujeju le̩,72
tak e̩ che kwef e̩bie̩ o̩kokuno̩ ke̩ no̩ma o̩wo̩we̩ du kulu igba ubo̩ iche̩bo̩ le̩ tak e̩ ke̩bie̩wñ kibo̩ dajane̩ e̩re̩ ubo̩ iche̩bo̩,133
tak e̩ mula du ki jo̩la ifiwñ ko kpai udo̩narewñ kpai ekpiliwñ meji manyulawñ ke̩ fele̩ gujo oj ubo̩ iche̩bo̩,109
ama e̩la o̩kokuno̩ le̩ kpai año̩wñ kpai echuwñ uwe̩ anuna gu ele̩ jo ej o̩do̩da uru e̩wñ ku ma du wa tod adure i che,116
tak uwe̩ ki mokolo le̩ka du oñ aro̩n kpai amo̩mawñ ako̩wo̩ma noji okolo le̩,75
tak uwe̩ ki fokolo le̩ kpa ke̩ la me̩bie̩wñ du ke̩ du tafio̩ ugbo du o̩la ubo̩ iche̩bo̩ le̩,91
tak uwe̩ ki fokolo le̩ kwu ke̩ fifuwñ kpai e̩re̩wñ gwe̩ ke̩ ko jugbo e̩lawñ ki bo̩ manyojiwñ,92
ke̩ fo̩gbo̩dudu okolo le̩ gujo oj ubo̩ iche̩bo̩ e̩wñ e̩gujo ku ma du wa ki ate̩gu tugbo jihofa i che e̩wñ ki akpo ki che̩wñ ku ma du wa ñwu jihofa lef una i che,160
tak e̩ mokolo ekeji le̩ du oñ aro̩n kpai amo̩mawñ ako̩wo̩ma noji okolo ele̩,75
tak uwe̩ akpa okolo le̩ ke̩ fe̩bie̩wñ che pe̩ ke̩ du kad o̩fe̩fe̩ne̩ eti earo̩n awo̩to̩ kpai o̩fe̩fe̩ne̩ eti amo̩mawñ awo̩to̩ kpai o̩monu o̩wo̩ma awo̩to̩ kpai o̩monu e̩re̩ma awo̩to̩ tak e̩ de̩bie̩ kibo̩ tafio̩ ugbo du o̩la ubo̩ iche̩bo̩,236
tak e̩ che kwef e̩bie̩ ki doj ubo̩ iche̩bo̩ kpai ekpo eba ke̩ du tafio̩ o̩la aro̩n kpai e̩wñ o̩lawñ kpai o̩la amo̩mawñ kpai e̩wñ o̩la amo̩mawñ manyu tak owñ kpai e̩wñ o̩lawñ kpai amo̩mawñ kpai e̩wñ o̩la amo̩mawñ manyu afo̩,222
uwe̩ ki ño̩ mula okolo le̩ du kpai otihiwñ ki yoyo kpai ula ki do̩la ifiwñ kpai udo̩narewñ kpai ekpiliwñ meji manyula ki do̩lawñ kpai utawñ awo̩to̩ todu okolo eko nyo̩wo̩ e̩ko̩ i che,182
kpai odukulu uje̩wñka kpai akala kekeleka kekpo dojiwñ kpai okpukpuluka kwef agba uje̩wñ ko̩jo̩wu ma do̩ n ki gugu o̩gba jihofa le̩,131
e̩ ki la mo̩gbo̩dudu e̩wñi ko nyaro̩n o̩wo̩ kpai amo̩mawñ ke̩ ko nyate̩ amiejo ki che̩wñ eduwa emiejo o̩gba jihofa,114
tak e̩ mu gba bo̩wo̩ma te̩ ke̩ fu gujo oj ubo̩ iche̩bo̩ manye̩wñ eduwa gujo le̩ ki che̩wñ ki akpo o̩gba jihofa e̩wñ ku ma du wa ñwu jihofa lef una i che,152
tak uwe̩ amache̩do̩ okolo aro̩n ki cheki ko nyo̩wo̩ e̩ko̩ le̩ du ke̩ miejo o̩gba jihofa ki che e̩wñ eduwa miejo ele̩ la achukpe̩ ewe̩,133
tak uwe̩ ache kache̩do̩ e̩la eduwa miejo le̩ kpai o̩wo̩ e̩la ku ma du nyate̩ ki fo̩ owñ cheku ma miejo ku ma la du nyate̩ kwef okolo eko nyo̩wo̩ e̩ko̩ le̩ tearo̩n teamo̩mawñ,173
ele̩ ado̩mo̩ ñw aro̩n kpai amo̩mawñ ki che̩wñ uhio̩me̩ma ogbegbe̩le̩ kwugbo amo̩ma israe̩l todu e̩wñ edu nyate̩ i che i ache̩wñ ku ma du nyate̩ kwef e̩la iche̩bo̩ kamo̩ma israe̩l ako wa che̩wñ ure̩do̩ ki che̩wñma ku ma du nyate̩ ñwu jihofa,239
oñ e̩wñ o̩la aro̩n kiafo̩ le̩ ado̩mo̩ ñw amo̩mawñ ubiwñ ge̩ ku ma ko̩ nyo̩la ku ma bekpo̩ tuma oji ki ño̩ do̩lama e̩gba ku ma ke̩wñ le̩ nyuma o̩wo̩ e̩ko̩,153
o̩ma ki chatama kojiwñ ako nyo̩la o̩jo̩ mebie e̩gba ki awa ef unyabo ujeju ki ache e̩wñ ef uña kiafo̩ le̩,105
uwe̩ ki la de̩la okolo ku ma ko nyo̩wo̩ e̩ko̩ le̩ ke̩ fe̩lawñ hi ugbo kiafo̩,76
tak aro̩n kpai amo̩mawñ e̩ne̩ke̩le̩ ajalugbo̩na unyabo ujeju aje̩ e̩la okolo le̩ kpai uje̩wñ ki jef agbawñ,106
ma la aje̩ e̩wñ ku ma ne̩ che̩wñ uboma le̩ ku ma ko nyuma o̩wo̩ e̩ko̩ ku ma laño̩ che ma ku ma fo̩ e̩ne̩ ejaduña muda aje̩ ele̩ n todu i afo̩,141
i la che̩wñ ke̩la ku ma ko nyuma o̩wo̩ e̩ko̩ abe̩k uje̩wñ le̩ bo̩ nyodudu e̩gba le̩ e̩ ki fabubo̩wñ gujo ef una ma ki je̩ ele̩ n todu i afo̩,140
abe̩le̩ uwe̩ ache ñw aro̩n kpai amo̩mawñ owñ chalu du komi ñwa ñw e̩ le̩ o̩jo̩ mebie e̩ ke̩wñ nyuma o̩wo̩ e̩ko̩,111
o̩jo̩ du e̩ ki du o̩kokuno̩ wa chiche̩bo̩ adure ki che̩wñ eboma uwe̩ ki ño̩ gwubo̩ iche̩bo̩ le̩ rinyo̩ e̩gba ke̩ che e̩wñ uboma toduwñ ke̩ la fekpo ba to̩lawñ ke̩ che ki fo̩,173
e̩ ki che e̩wñ uboma todu ubo̩ iche̩bo̩ le̩ o̩jo̩ mebie ke̩ che ki fo̩ tak ubo̩ iche̩bo̩ afo̩ eefo̩ e̩wñ du ki akadubo̩ iche̩bo̩ le̩ afo̩,137
e̩wñ kuwe̩ la adu wa chiche̩bo̩ oj ubo̩ iche̩bo̩ le̩ de̩ amo̩mala meji ku ma cho̩ma o̩do̩ka o̩do̩ka e̩ ko wa che o̩jo̩ñwa o̩jo̩ñwa o̩ko̩ko̩lo̩,142
e̩ ki du o̩malaka wa che odudu e̩ la do̩mala ekeji wa che e̩gba ane̩,68
ukpe̩gwa e̩ñwa omu ku ma no̩ te̩ke̩te̩ke̩ kukpe̩ e̩ke̩le̩ ekpo ku ma de̩ amanyo̩malaka kpai ukpe̩ke̩le̩ omi achiwebe̩te̩ma todu omi edarane̩,140
tak e̩ do̩mala ekeji le̩ wa che e̩gba ane̩ ke̩ ke̩wñ ele kpai omi edarane̩wñ wa manyu alu ke̩ che odudu le̩ ki kpo e̩rinyo̩ ki che̩wñ eduwa ku ma che lugbo una ñwu jihofa,170
ele̩ ache e̩wñ eduwa gujo o̩ko̩ko̩lo̩ gbogbo nyo̩hio̩gume̩ ugbo alugbo̩na unyabo ujeju o̩gba jihofa ugbo komi kpai uwe̩ ade ku nako̩la ñwe̩ o̩mo̩,145
o̩mo̩ omi kpai amo̩ma israe̩l ade o̩mo̩ le̩ afo̩ lugbo ojimami,62
nache kunyabo ujeju kpai ubo̩ iche̩bo̩ ki fo̩ naño̩ che karo̩n kpai amo̩mawñ ku ma fo̩ ku ma chamatama ku ma che e̩wñ ñwu mi,124
tak u nagugu ef amo̩ma israe̩l ku la acho̩jo̩ma,47
tak ama ama ka komi che jihofa o̩jo̩ma ki ko ma kwane̩ ijipti dufu ku gugu efuma omi che jihofa o̩jo̩ma,103
ubo̩ otulale egujo kpai ukpachi ugwo̩wo̩ ku ma nebije ikpa che,62
uwe̩ ki ño̩ fubo̩ iche̩bo̩ che ku ma gu e̩wñ ki akpo jo ojiwñ oli akesia oñ uwe̩ ane̩ che,89
ujijiwñ ki cho̩hibo̩wo̩ka unabe̩wñ ki la chohibo̩wo̩ka ago̩go̩wñ me̩le̩ ki chokujo̩ o̩gbawñ ki la chohibo̩wo̩ meji igbawñ ki chalu okate kpai owñ,145
e̩ ki la ko̩jamalia ki de̩ hiolo lamo̩lawñ tojiwñ takolowñ daka kpai igbawñ tak uwe̩ ki fo̩jamalia gwu pe̩te̩ke̩ ke̩ du lametiwñ daka,133
e̩ ki laño̩ che elika meji toduwñ o̩gane̩ o̩jamalia pe̩te̩ke̩ ke̩ du lamo̩ le̩ akolowñ meji eji e̩ che jo̩ ele̩ achugbo ku ma dugbo̩lo̩ oli tunyu ku ma ne̩,155
e̩ ki la doli akesia che ugbo̩lo̩ oli le̩ ke̩ do̩jamalia wenyu,62
tak e̩ mu du dago o̩gba ukpo ugbeju eki dugbo akpati ibenu le̩ o̩gba ugugu unye̩do̩ ki boji e̩wñ ibenu le̩ ma ugbo komi ade kpai uwe̩,133
tak aro̩n ake̩wñ kwe̩ kwe̩ kwe̩ ki akpo wa gujo ojiwñ odudu du e̩gba karo̩n do̩mo̩ añwagege che e̩gba le̩ i agu e̩wñ e̩kpo le̩ jo ojiwñ,135
oñ ane̩ odu e̩gba karo̩n aduna tagege le̩ i ñagujo ki mud e̩wñ ki akpo o̩gba jihofa gbogbo nyo̩hio̩gume̩ o̩ko̩ko̩lo̩,116
e̩ ki ke̩wñ ejaduña ki akpo kpai e̩wñ egujo n kpai e̩wñ ele wa che ki te̩gu kwojiwñ n e̩ ki la de̩wñ wa danyojiwñ n,115
aro̩n la ache̩wñ e̩boma oj igbawñ onuka o̩do̩ka i ane̩bie̩ e̩wñ ku ma duwa tod adure ee̩wñ e̩boma le̩ che e̩wñ e̩boma toduwñ onuka o̩do̩ka gbogbo nyo̩hio̩gume̩ e̩wñ efo̩ eefo̩ todu jihofa i che,193
taku jihofa ka ñwu mose̩s kakini,32
e̩gba ke̩ kamo̩ma israe̩l aluka e̩ne̩ne̩ne̩ne̩ ade̩wn uloji o̩lawñ tane̩ ñwu jihofa e̩gba ke̩ kuma aluka todu ke̩wñ bie̩ne̩ ki we ebuma ma e̩gba ke̩ kuma aluka,159
e̩wñ ke̩ne̩ne̩ne̩ne̩ ku ma kaluka adu wa de̩ ukpe̩reji she̩ke̩l alu ki she̩ke̩l euña kiafo̩ de̩ she̩ke̩l le̩ che gera ogu ukpe̩reji she̩ke̩l ki che̩wñ edu nyate̩ ñwu jihofa,172
e̩ne̩ du ko̩do̩wñ jo̩ ogu ef abo ku ma kaluka le̩ adu e̩wñ edu nyate̩ ñwu jihofa le̩ wa,87
anana aduwa tule n e̩nubie̩ aduwa ki anyaru ukpe̩reji she̩ke̩l le̩ e̩gba ku me̩ ke̩wñ ku me̩ du nyate̩ le̩ wa ñwu jihofa le̩ ku me̩ che̩wñ e̩boma tod amonugome̩ n,162
uwe̩ la agbo̩ko̩ e̩boma le̩ kwo̩wo̩ amo̩ma israe̩l ke̩ la ko̩ko̩ le̩ jo̩ todu uko̩lo̩ unyabo ujeju todu ki che̩wñ urewa amo̩ma israe̩l o̩gba jihofa kame̩ ki che e̩wñ e̩boma todu onugome̩,186
taku jihofa ka ñwu mose̩s kakini,32
uwe̩ ki ño̩ debijeikpa che ukpachi ugwo̩wo̩ kpai e̩wñ ki agugu ojiwñ o̩mo̩ ma agwo̩wo̩ e̩ ki dele̩ gugu agbagba unyabo ujeju kpai ubo̩ iche̩bo̩ ke̩ la chomiofo nyu,163
aro̩n kpai amo̩mawñ agwe̩ o̩wo̩ma kpai e̩re̩ma o̩mo̩,52
e̩gba kuma nyef unyabo ujeju kpai e̩gba ku ma te̩me̩rubo̩ iche̩bo̩ ku ma che e̩wñ egujo ñwu jihofa ama anomiofo agwe̩ ku ma we eku,130
abe̩le̩ ma agwe̩ o̩wo̩ma kpai e̩re̩ma ku ma we eku eie̩ achuhio̩me̩ o̩gbegbele̩ owñ chewñ kpai eugbe̩wñ gbogbo nyo̩hio̩guma,123
jihofa ño̩ ka ñwu mose̩s kakini,31
uwe̩ ki me̩wñ ido̩ro̩ eo̩me̩me̩le̩ ko emur ki chomi ki chalu she̩ke̩l oli me̩gwa esinamo̩n ki akpo ki chukpe̩reji alu le̩ owñ choli me̩lu ekalamus ki akpo ki chalu she̩ke̩l oli me̩lu,182
e̩kasia la chalu oli me̩gwa e̩ñwawñ chalu ku she̩ke̩l euña kiafo̩ de̩ kpai ekpo o̩lif e̩ñwa hin oka,99
e̩ kele̩ che ekpo kiafo̩ ku ma du ba to̩la e̩wñ ma agwe̩gwa nyomune̩ alu kabo ku ma cho̩ka otulale ache ekpo efo̩ ku ma ba te̩wñ o̩la i che,139
uwe̩ ki dele̩ kulu o̩la unyabo ujeju kpai akpati ibenu le̩,58
kpai itebulu kpai ane̩wñ chaka kpai akete manyane̩wñ chaka kpai ubo̩ iche̩bo̩ ugbo ku ma gu e̩wñ ki akpo jo le̩,111
kpai ubo̩ iche̩bo̩ ee̩wñ e̩gujo ojiwñ le̩ manyane̩wñ du kpai ukpachi ugwo̩wo̩ kpai e̩wñ ki gugu ojiwñ le̩,105
uwe̩ la ache e̩wñ le̩ du ki fo̩ ki mud e̩wñ ki afo̩ e̩efo̩ e̩wñ du ki kado abele̩ afo̩,86
uwe̩ ki la fekpo ba to̩la aro̩n kpai amo̩mawñ e̩ne̩ke̩le̩ ke̩ che ma ku ma fo̩ ku ma chamatama kama ki che e̩wñ ñwu mi,118
tak uwe̩ ki ka ñw amo̩ma israe̩l kakini ekide̩ achekpo kiafo̩ todu mi ku ma ba te̩wñ o̩la gbogbo nyo̩hio̩gume̩,110
ma adele̩ danyaño̩la one̩ n me̩ ki la che e̩go̩wñ n owñ chugbo e̩wñ ki jefuwñ efo̩ i afo̩ e̩wñ ki afo̩ i ache ñwu me̩,117
e̩ne̩ ki fe̩go̩wñ che abe̩k e̩ne̩ du ki mu du to̩la e̩ne̩ ejaduña re ma ake̩ne̩ le̩ da bamone̩wñ te̩,100
